,price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax,Unnamed: 12
336,19500,0.034,5.15,5.87,5.23,5.0,22.4,20.2,9.8,9.878169999999999,1.638997,5.411646,
337,18500,0.03,5.15,5.89,5.61,5.0,22.4,20.2,10.56,9.825526,1.638997,5.411646,
338,20548,0.033,5.15,6.06,4.81,5.0,22.4,20.2,8.51,9.930519,1.638997,5.411646,
339,19000,,,5.98,4.81,,,20.2,,,1.638997,,
340,18700,0.062,5.15,5.97,4.81,5.0,22.4,20.2,9.29,9.836279,1.638997,5.411646,
341,32778,0.013000000000000001,4.42,7.24,7.04,1.0,28.4,15.5,5.49,10.39751,1.48614,5.648974,
342,16500,0.025,5.18,6.54,6.27,1.0,42.2,15.9,8.65,9.711116,1.6448049999999999,6.045005000000001,
343,23899,0.025,4.84,6.7,5.73,5.0,37.0,17.6,7.18,10.08159,1.576915,5.9135029999999995,
344,31201,0.03,4.84,6.87,6.47,5.0,37.0,17.6,4.61,10.34821,1.576915,5.9135029999999995,
345,17500,0.031,4.42,6.01,8.01,3.0,35.2,18.8,10.53,9.769957000000002,1.48614,5.863631,
346,17200,0.062,4.42,5.9,8.01,3.0,35.2,18.8,12.67,9.752664999999999,1.48614,5.863631,
347,23100,0.019,4.29,6.52,8.54,4.0,35.1,17.9,6.36,10.04759,1.456287,5.860786,
348,24499,0.015,4.35,6.63,8.34,4.0,28.0,17.0,5.99,10.10639,1.470176,5.634789,
349,26601,0.028999999999999998,4.29,6.94,8.79,1.0,33.5,19.7,5.89,10.1887,1.456287,5.8141300000000005,
350,22900,0.062,4.29,6.49,8.79,1.0,33.5,19.7,5.98,10.038889999999999,1.456287,5.8141300000000005,
351,24101,0.079,4.11,6.58,10.71,4.0,41.1,18.3,5.49,10.090010000000001,1.4134229999999999,6.018593,
352,18600,0.07200000000000001,4.11,5.88,10.71,4.0,41.1,18.3,7.79,9.830916,1.4134229999999999,6.018593,
353,30101,0.017,4.1,6.73,12.13,5.0,18.7,17.0,4.5,10.31231,1.410987,5.231109,
354,18200,0.043,4.13,5.66,10.59,4.0,33.4,22.0,8.05,9.809175999999999,1.418277,5.811141,
355,20600,0.107,4.13,5.94,10.59,4.0,33.4,22.0,5.57,9.933046000000001,1.418277,5.811141,
356,17794,8.982999999999999,7.7,6.21,2.12,24.0,66.6,20.2,17.6,9.786616,2.04122,6.50129,
357,21700,3.85,7.7,6.39,2.51,24.0,66.6,20.2,13.27,9.985066999999999,2.04122,6.50129,
358,22700,5.202000000000001,7.7,6.13,2.72,24.0,66.6,20.2,11.48,10.03012,2.04122,6.50129,
359,22600,4.261,7.7,6.11,2.51,24.0,66.6,20.2,12.67,10.02571,2.04122,6.50129,
360,24999,4.542,7.7,6.4,2.52,24.0,66.6,20.2,7.79,10.12659,2.04122,6.50129,
361,19900,3.8369999999999997,7.7,6.25,2.3,24.0,66.6,20.2,14.19,9.898475,2.04122,6.50129,
362,20800,3.678,7.7,5.36,2.1,24.0,66.6,20.2,10.19,9.942708,2.04122,6.50129,
363,16800,4.2219999999999995,7.7,5.8,1.9,24.0,66.6,20.2,14.64,9.729135000000001,2.04122,6.50129,
364,21900,3.4739999999999998,7.18,8.78,1.9,24.0,66.6,20.2,5.29,9.994242,1.9712990000000001,6.50129,
365,27499,4.556,7.18,3.56,1.61,24.0,66.6,20.2,7.12,10.2219,1.9712990000000001,6.50129,
366,21900,3.697,7.18,4.96,1.75,24.0,66.6,20.2,14.0,9.994242,1.9712990000000001,6.50129,
367,23100,13.522,6.31,3.86,1.51,24.0,66.6,20.2,13.33,10.04759,1.842136,6.50129,
368,50001,4.898,6.31,4.97,1.33,24.0,66.6,20.2,3.26,10.8198,1.842136,6.50129,
369,50001,5.67,6.31,6.68,1.36,24.0,66.6,20.2,3.73,10.8198,1.842136,6.50129,
370,50001,6.539,6.31,7.02,1.2,24.0,66.6,20.2,2.96,10.8198,1.842136,6.50129,
371,50001,9.232000000000001,6.31,6.22,1.17,24.0,66.6,20.2,9.53,10.8198,1.842136,6.50129,
372,50001,8.267000000000001,6.68,5.87,1.13,24.0,66.6,20.2,8.88,10.8198,1.899118,6.50129,
373,13800,11.107999999999999,6.68,4.91,1.17,24.0,66.6,20.2,34.77,9.532424,1.899118,6.50129,
374,13800,18.498,6.68,4.14,1.14,24.0,66.6,20.2,37.97,9.532424,1.899118,6.50129,
375,15000,19.609,6.71,7.31,1.32,24.0,66.6,20.2,13.44,9.615806,1.9035990000000003,6.50129,
376,13900,15.288,6.71,6.65,1.34,24.0,66.6,20.2,23.24,9.539644000000001,1.9035990000000003,6.50129,
377,13300,9.823,6.71,6.79,1.36,24.0,66.6,20.2,21.24,9.495519999999999,1.9035990000000003,6.50129,
378,13100,23.648000000000003,6.71,6.38,1.39,24.0,66.6,20.2,23.69,9.480367999999999,1.9035990000000003,6.50129,
379,10200,17.867,6.71,6.22,1.39,24.0,66.6,20.2,21.78,9.230143,1.9035990000000003,6.50129,
380,10400,88.976,6.71,6.97,1.42,24.0,66.6,20.2,17.21,9.249561,1.9035990000000003,6.50129,
381,10900,15.874,6.71,6.54,1.52,24.0,66.6,20.2,21.08,9.296517999999999,1.9035990000000003,6.50129,
382,11300,9.187000000000001,7.0,5.54,1.58,24.0,66.6,20.2,23.6,9.332558,1.9459099999999998,6.50129,
383,12300,7.992000000000001,7.0,5.52,1.53,24.0,66.6,20.2,24.56,9.417355,1.9459099999999998,6.50129,
384,8800,20.085,7.0,4.37,1.44,24.0,66.6,20.2,30.63,9.082507000000001,1.9459099999999998,6.50129,
385,7200,16.812,7.0,5.28,1.43,24.0,66.6,20.2,30.81,8.881836,1.9459099999999998,6.50129,
386,10500,24.394000000000002,7.0,4.65,1.47,24.0,66.6,20.2,28.28,9.25913,1.9459099999999998,6.50129,
387,7400,22.596999999999998,7.0,5.0,1.52,24.0,66.6,20.2,31.99,8.909235,1.9459099999999998,6.50129,
388,10200,14.334000000000001,7.0,4.88,1.59,24.0,66.6,20.2,30.62,9.230143,1.9459099999999998,6.50129,
389,11500,8.152000000000001,7.0,5.39,1.73,24.0,66.6,20.2,20.85,9.350102,1.9459099999999998,6.50129,
390,15100,6.962000000000001,7.0,5.71,1.93,24.0,66.6,20.2,17.11,9.62245,1.9459099999999998,6.50129,
391,23200,5.292999999999999,7.0,6.05,2.17,24.0,66.6,20.2,18.76,10.051910000000001,1.9459099999999998,6.50129,
392,9700,11.578,7.0,5.04,1.77,24.0,66.6,20.2,25.68,9.179881,1.9459099999999998,6.50129,
393,13800,8.645,6.93,6.19,1.79,24.0,66.6,20.2,15.17,9.532424,1.93586,6.50129,
394,12700,13.36,6.93,5.89,1.78,24.0,66.6,20.2,16.35,9.449357000000001,1.93586,6.50129,
395,13100,8.717,6.93,6.47,1.73,24.0,66.6,20.2,17.12,9.480367999999999,1.93586,6.50129,
396,12500,5.872000000000001,6.93,6.4,1.68,24.0,66.6,20.2,19.37,9.433484,1.93586,6.50129,
397,8500,7.672000000000001,6.93,5.75,1.63,24.0,66.6,20.2,19.92,9.047821,1.93586,6.50129,
398,5000,38.352,6.93,5.45,1.49,24.0,66.6,20.2,30.59,8.517192999999999,1.93586,6.50129,
399,6300,9.917,6.93,5.85,1.5,24.0,66.6,20.2,29.97,8.748305,1.93586,6.50129,
400,5600,25.046,6.93,5.99,1.59,24.0,66.6,20.2,27.04,8.630522000000001,1.93586,6.50129,
401,7200,14.235999999999999,6.93,6.34,1.57,24.0,66.6,20.2,20.32,8.881836,1.93586,6.50129,
402,12100,9.596,6.93,6.4,1.64,24.0,66.6,20.2,20.31,9.400961,1.93586,6.50129,
403,8300,24.802,6.93,5.35,1.7,24.0,66.6,20.2,19.77,9.024011,1.93586,6.50129,
404,8500,41.528999999999996,6.93,5.53,1.61,24.0,66.6,20.2,27.38,9.047821,1.93586,6.50129,
405,5000,67.921,6.93,5.68,1.43,24.0,66.6,20.2,22.98,8.517192999999999,1.93586,6.50129,
406,11900,20.715999999999998,6.59,4.14,1.18,24.0,66.6,20.2,23.34,9.384294,1.8855529999999998,6.50129,
407,27901,11.950999999999999,6.59,5.61,1.29,24.0,66.6,20.2,12.13,10.236419999999999,1.8855529999999998,6.50129,
408,17200,7.404,5.97,5.62,1.45,24.0,66.6,20.2,26.4,9.752664999999999,1.786747,6.50129,
409,27499,14.437999999999999,5.97,6.85,1.47,24.0,66.6,20.2,19.78,10.2219,1.786747,6.50129,
410,15000,51.136,5.97,5.76,1.41,24.0,66.6,20.2,10.11,9.615806,1.786747,6.50129,
411,17200,14.050999999999998,5.97,6.66,1.53,24.0,66.6,20.2,21.22,9.752664999999999,1.786747,6.50129,
412,17900,18.811,5.97,4.63,1.55,24.0,66.6,20.2,34.37,9.792556,1.786747,6.50129,
413,16300,26.656,5.97,5.15,1.59,24.0,66.6,20.2,20.08,9.69892,1.786747,6.50129,
414,7012,45.746,6.93,4.52,1.66,24.0,66.6,20.2,36.98,8.855378,1.93586,6.50129,
415,7200,18.085,6.79,6.43,1.83,24.0,66.6,20.2,29.05,8.881836,1.9154509999999998,6.50129,
416,7500,10.834000000000001,6.79,6.78,1.82,24.0,66.6,20.2,25.79,8.922658,1.9154509999999998,6.50129,
417,10400,25.941,6.79,5.3,1.65,24.0,66.6,20.2,26.64,9.249561,1.9154509999999998,6.50129,
418,8800,73.53399999999999,6.79,5.96,1.8,24.0,66.6,20.2,20.62,9.082507000000001,1.9154509999999998,6.50129,
419,8400,11.812000000000001,7.18,6.82,1.79,24.0,66.6,20.2,22.74,9.035986999999999,1.9712990000000001,6.50129,
420,16700,11.087,7.18,6.41,1.86,24.0,66.6,20.2,15.02,9.723164,1.9712990000000001,6.50129,
421,14200,7.023,7.18,6.01,1.87,24.0,66.6,20.2,15.7,9.560997,1.9712990000000001,6.50129,
422,20800,12.048,6.14,5.65,1.95,24.0,66.6,20.2,14.1,9.942708,1.814825,6.50129,
423,13400,7.05,6.14,6.1,2.02,24.0,66.6,20.2,23.29,9.50301,1.814825,6.50129,
424,11700,8.792,5.84,5.56,2.06,24.0,66.6,20.2,17.16,9.367344000000001,1.764731,6.50129,
425,8300,15.86,6.79,5.9,1.91,24.0,66.6,20.2,24.39,9.024011,1.9154509999999998,6.50129,
426,10200,12.247,5.84,5.84,2.0,24.0,66.6,20.2,15.69,9.230143,1.764731,6.50129,
427,10900,37.662,6.79,6.2,1.86,24.0,66.6,20.2,14.52,9.296517999999999,1.9154509999999998,6.50129,
428,11000,7.367000000000001,6.79,6.19,1.94,24.0,66.6,20.2,21.52,9.305651,1.9154509999999998,6.50129,
429,9500,9.339,6.79,6.38,1.97,24.0,66.6,20.2,24.08,9.159047,1.9154509999999998,6.50129,
430,14500,8.492,5.84,6.35,2.05,24.0,66.6,20.2,17.64,9.581903,1.764731,6.50129,
431,14100,10.062000000000001,5.84,6.83,2.09,24.0,66.6,20.2,19.69,9.553930000000001,1.764731,6.50129,
432,16100,6.444,5.84,6.42,2.2,24.0,66.6,20.2,12.03,9.686575,1.764731,6.50129,
433,14300,5.581,7.13,6.44,2.32,24.0,66.6,20.2,16.22,9.568014999999999,1.9643110000000001,6.50129,
434,11700,13.913,7.13,6.21,2.22,24.0,66.6,20.2,15.17,9.367344000000001,1.9643110000000001,6.50129,
435,13400,11.16,7.4,6.63,2.12,24.0,66.6,20.2,23.27,9.50301,2.00148,6.50129,
436,9600,14.421,7.4,6.46,2.0,24.0,66.6,20.2,18.05,9.169518,2.00148,6.50129,
437,8700,15.177,7.4,6.15,1.91,24.0,66.6,20.2,26.45,9.071078,2.00148,6.50129,
438,8400,13.677999999999999,7.4,5.93,1.82,24.0,66.6,20.2,34.02,9.035986999999999,2.00148,6.50129,
439,12800,9.391,7.4,5.63,1.82,24.0,66.6,20.2,22.88,9.4572,2.00148,6.50129,
440,10500,22.051,7.4,5.82,1.87,24.0,66.6,20.2,22.11,9.25913,2.00148,6.50129,
441,17100,9.724,7.4,6.41,2.07,24.0,66.6,20.2,19.52,9.746834,2.00148,6.50129,
442,18400,5.666,7.4,6.22,2.0,24.0,66.6,20.2,16.59,9.820106,2.00148,6.50129,
443,15400,9.967,7.4,6.48,1.98,24.0,66.6,20.2,18.85,9.642123,2.00148,6.50129,
444,10800,12.802,7.4,5.85,1.9,24.0,66.6,20.2,23.79,9.287301,2.00148,6.50129,
445,11800,10.672,7.4,6.46,1.99,24.0,66.6,20.2,23.98,9.375853999999999,2.00148,6.50129,
446,14900,6.287999999999999,7.4,6.34,2.07,24.0,66.6,20.2,17.79,9.609117,2.00148,6.50129,
447,12600,9.925,7.4,6.25,2.2,24.0,66.6,20.2,16.44,9.441452,2.00148,6.50129,
448,14100,9.329,7.13,6.18,2.26,24.0,66.6,20.2,18.13,9.553930000000001,1.9643110000000001,6.50129,
449,13000,7.526,7.13,6.42,2.19,24.0,66.6,20.2,19.31,9.472705,1.9643110000000001,6.50129,
450,13400,6.718,7.13,6.75,2.32,24.0,66.6,20.2,17.44,9.50301,1.9643110000000001,6.50129,
451,15200,5.441,7.13,6.65,2.36,24.0,66.6,20.2,17.73,9.62905,1.9643110000000001,6.50129,
452,16100,5.09,7.13,6.3,2.37,24.0,66.6,20.2,17.27,9.686575,1.9643110000000001,6.50129,
453,17794,8.248,7.13,7.39,2.45,24.0,66.6,20.2,16.74,9.786616,1.9643110000000001,6.50129,
454,14900,9.514,7.13,6.73,2.5,24.0,66.6,20.2,18.71,9.609117,1.9643110000000001,6.50129,
455,14100,4.752,7.13,6.52,2.44,24.0,66.6,20.2,18.13,9.553930000000001,1.9643110000000001,6.50129,
456,12700,4.669,7.13,5.98,2.58,24.0,66.6,20.2,19.01,9.449357000000001,1.9643110000000001,6.50129,
457,13500,8.201,7.13,5.94,2.78,24.0,66.6,20.2,16.94,9.510444999999999,1.9643110000000001,6.50129,
458,14900,7.752000000000001,7.13,6.3,2.78,24.0,66.6,20.2,16.23,9.609117,1.9643110000000001,6.50129,
459,20000,6.801,7.13,6.08,2.72,24.0,66.6,20.2,14.7,9.903487,1.9643110000000001,6.50129,
460,16400,4.812,7.13,6.7,2.6,24.0,66.6,20.2,16.42,9.705036,1.9643110000000001,6.50129,
461,17700,3.693,7.13,6.37,2.57,24.0,66.6,20.2,14.65,9.78132,1.9643110000000001,6.50129,
462,19500,6.655,7.13,6.32,2.73,24.0,66.6,20.2,13.99,9.878169999999999,1.9643110000000001,6.50129,
463,20200,5.821000000000001,7.13,6.51,2.8,24.0,66.6,20.2,10.29,9.913438000000001,1.9643110000000001,6.50129,
464,21400,7.8389999999999995,6.55,6.21,2.96,24.0,66.6,20.2,13.22,9.971147,1.8794650000000002,6.50129,
465,19900,3.1660000000000004,6.55,5.76,3.07,24.0,66.6,20.2,14.13,9.898475,1.8794650000000002,6.50129,
466,19000,3.775,6.55,5.95,2.87,24.0,66.6,20.2,17.15,9.852194,1.8794650000000002,6.50129,
467,19100,4.422,5.84,6.0,2.54,24.0,66.6,20.2,21.32,9.857444000000001,1.764731,6.50129,
468,17052,15.575999999999999,5.8,5.93,2.91,24.0,66.6,20.2,18.13,9.744022,1.7578580000000001,6.50129,
469,20100,13.075,5.8,5.71,2.82,24.0,66.6,20.2,14.67,9.908475,1.7578580000000001,6.50129,
470,19900,4.349,5.8,6.17,3.03,24.0,66.6,20.2,16.29,9.898475,1.7578580000000001,6.50129,
471,19600,4.038,5.32,6.23,3.1,24.0,66.6,20.2,12.87,9.883285,1.671473,6.50129,
472,23200,3.569,5.8,6.44,2.9,24.0,66.6,20.2,14.36,10.051910000000001,1.7578580000000001,6.50129,
473,29801,4.647,6.14,6.98,2.53,24.0,66.6,20.2,11.66,10.3023,1.814825,6.50129,
474,13800,8.056000000000001,5.84,5.43,2.43,24.0,66.6,20.2,18.14,9.532424,1.764731,6.50129,
475,13300,6.393,5.84,6.16,2.21,24.0,66.6,20.2,24.1,9.495519999999999,1.764731,6.50129,
476,16700,4.871,6.14,6.48,2.31,24.0,66.6,20.2,18.68,9.723164,1.814825,6.50129,
477,12000,15.023,6.14,5.3,2.1,24.0,66.6,20.2,24.91,9.392662,1.814825,6.50129,
478,14600,10.232999999999999,6.14,6.18,2.17,24.0,66.6,20.2,18.03,9.588777,1.814825,6.50129,
479,21400,14.334000000000001,6.14,6.23,1.95,24.0,66.6,20.2,13.11,9.971147,1.814825,6.50129,
480,23001,5.824,5.32,6.24,3.42,24.0,66.6,20.2,10.74,10.043289999999999,1.671473,6.50129,
481,23699,5.707999999999999,5.32,6.75,3.33,24.0,66.6,20.2,7.74,10.073189999999999,1.671473,6.50129,
482,24999,5.731,5.32,7.06,3.41,24.0,66.6,20.2,6.35,10.12659,1.671473,6.50129,
483,21800,2.818,5.32,5.76,4.1,24.0,66.6,20.2,10.42,9.989664999999999,1.671473,6.50129,
484,20600,2.379,5.83,5.87,3.72,24.0,66.6,20.2,13.34,9.933046000000001,1.7630169999999998,6.50129,
485,21200,,,6.31,3.99,,,20.2,,,1.7630169999999998,,
486,19100,5.692,5.83,6.11,3.55,24.0,66.6,20.2,14.98,9.857444000000001,1.7630169999999998,6.50129,
487,20600,4.836,5.83,5.9,3.15,24.0,66.6,20.2,11.45,9.933046000000001,1.7630169999999998,6.50129,
488,15200,0.151,6.09,5.45,1.82,4.0,71.1,20.1,18.06,9.62905,1.806648,6.5666720000000005,
489,7000,0.183,6.09,5.41,1.76,4.0,71.1,20.1,23.97,8.853665,1.806648,6.5666720000000005,
490,8100,0.207,6.09,5.09,1.82,4.0,71.1,20.1,29.68,8.999619000000001,1.806648,6.5666720000000005,
491,13600,0.106,6.09,5.98,1.87,4.0,71.1,20.1,18.07,9.517825,1.806648,6.5666720000000005,
492,20100,0.111,6.09,5.98,2.11,4.0,71.1,20.1,13.35,9.908475,1.806648,6.5666720000000005,
493,21800,,,5.71,2.38,,,19.2,,,1.7664419999999998,,
494,24499,0.28,5.85,5.93,2.38,6.0,39.1,19.2,13.59,10.10639,1.7664419999999998,5.968708,
495,23100,0.179,5.85,5.67,2.8,6.0,39.1,19.2,17.6,10.04759,1.7664419999999998,5.968708,
496,19700,0.29,5.85,5.39,2.8,6.0,39.1,19.2,21.14,9.888374,1.7664419999999998,5.968708,
497,18300,0.268,5.85,5.79,2.89,6.0,39.1,19.2,14.1,9.814656,1.7664419999999998,5.968708,
498,21200,0.239,5.85,6.02,2.41,6.0,39.1,19.2,12.92,9.961757,1.7664419999999998,5.968708,
499,17500,0.17800000000000002,5.85,5.57,2.4,6.0,39.1,19.2,15.1,9.769957000000002,1.7664419999999998,5.968708,
500,16800,0.22399999999999998,5.85,6.03,2.5,6.0,39.1,19.2,14.33,9.729135000000001,1.7664419999999998,5.968708,
501,22400,0.063,5.73,6.59,2.48,1.0,27.3,21.0,9.67,10.01682,1.7457150000000001,5.609472,
502,20600,0.045,5.73,6.12,2.29,1.0,27.3,21.0,9.08,9.933046000000001,1.7457150000000001,5.609472,
503,23899,0.061,5.73,6.98,2.17,1.0,27.3,21.0,5.64,10.08159,1.7457150000000001,5.609472,
504,22000,0.11,5.73,6.79,2.39,1.0,27.3,21.0,6.48,9.998797,1.7457150000000001,5.609472,
505,11900,0.047,5.73,6.03,2.51,1.0,27.3,21.0,7.88,9.384294,1.7457150000000001,5.609472,
